loan_limit,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,submission_of_application,LTV,Region,Security_Type,dtir1,_reference_pd
cf,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,neg_amm,not_int,not_lpsm,448000.0,sb,pr,home,1U,6240.0,CRIF,652,EXP,to_inst,61.71875,south,direct,37.0,0.11276596039533615
cf,nopre,type2,p4,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3120.0,CIB,752,CIB,not_inst,99.44029851,North,direct,59.0,0.4184100329875946
cf,nopre,type1,p4,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,9060.0,EXP,829,CIB,to_inst,91.52960526,south,direct,31.0,0.24460431933403015
cf,nopre,type3,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6900.0,CIB,760,EXP,to_inst,87.96728972,North,direct,31.0,0.06766917556524277
cf,nopre,type2,p3,l1,nopc,b/c,126500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2640.0,EXP,537,CIB,to_inst,67.28723404,south,direct,22.0,0.24460431933403015
cf,nopre,type1,p3,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,6180.0,EXP,801,EXP,not_inst,78.40909091,south,direct,49.0,0.0861159935593605
cf,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4020.0,CIB,595,CIB,to_inst,86.76470588,North,direct,32.0,0.24460431933403015
cf,pre,type1,p4,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,8700.0,EXP,505,EXP,not_inst,54.44983819,south,direct,36.0,0.03435804694890976
cf,pre,type1,p4,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3420.0,CRIF,704,EXP,to_inst,70.29220779,south,direct,33.0,0.10782501846551895
cf,pre,type1,p3,l1,nopc,nob/c,336500,300.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,8340.0,CIB,514,EXP,to_inst,60.3046595,south,direct,25.0,0.03455149382352829
cf,nopre,type1,p4,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,10440.0,CRIF,728,EXP,not_inst,94.35483871,south,direct,26.0,0.0363101065158844
cf,nopre,type1,p4,l2,nopc,nob/c,236500,300.0,neg_amm,not_int,not_lpsm,308000.0,sb,pr,home,1U,3180.0,EXP,863,CIB,to_inst,76.78571429,south,direct,44.0,0.9899497628211975
cf,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,7320.0,EXP,880,EXP,to_inst,86.27232143,North,direct,36.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3840.0,CIB,669,CIB,not_inst,64.27165354,south,direct,39.0,0.05779334530234337
cf,nopre,type1,p3,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5460.0,CIB,502,EXP,to_inst,80.02183406,North,direct,40.0,0.05779334530234337
cf,nopre,type1,p1,l2,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,1408000.0,sb,pr,home,1U,15900.0,CRIF,861,CIB,not_inst,34.55255682,North,direct,38.0,0.02772643230855465
cf,pre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,2820.0,CIB,681,CIB,to_inst,49.51737452,North,direct,48.0,0.11089865863323212
cf,nopre,type1,p4,l1,nopc,nob/c,316500,360.0,not_neg,not_int,lpsm,358000.0,sb,pr,home,1U,9360.0,CIB,698,CIB,not_inst,88.40782123,North,direct,21.0,0.19203747808933258
cf,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3540.0,CRIF,658,CIB,to_inst,80.01968504,south,direct,42.0,0.14369073510169983
cf,nopre,type2,p3,l1,nopc,b/c,446500,360.0,neg_amm,not_int,not_lpsm,558000.0,sb,pr,home,1U,4500.0,CIB,757,CIB,not_inst,80.01792115,North,direct,58.0,0.4184100329875946
cf,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,0.0,EXP,750,CIB,not_inst,69.3768997,south,direct,11.0,0.9899497628211975
cf,nopre,type1,p1,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,7080.0,CRIF,660,CIB,to_inst,91.33064516,North,direct,37.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,13620.0,CIB,796,EXP,not_inst,59.96932515,North,direct,33.0,0.02772643230855465
cf,pre,type2,p3,l1,nopc,b/c,106500,180.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,3180.0,CRIF,861,EXP,to_inst,67.40506329,North,direct,47.0,0.11089865863323212
cf,pre,type1,p3,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,7320.0,CRIF,868,CIB,to_inst,67.67352185,North,direct,39.0,0.0861159935593605
cf,pre,type2,p3,l1,nopc,b/c,286500,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,6000.0,CIB,558,EXP,to_inst,84.76331361,North,direct,55.0,0.14369073510169983
cf,nopre,type1,p4,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5760.0,CRIF,661,CIB,not_inst,67.51893939,North,direct,36.0,0.03435804694890976
,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4200.0,EXP,625,CIB,to_inst,83.27922078,central,direct,42.0,0.19203747808933258
cf,nopre,type1,p4,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,9600.0,CRIF,507,EXP,to_inst,79.6184739,North,direct,19.0,0.06420404464006424
cf,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,3540.0,CRIF,527,CIB,to_inst,61.54891304,North,direct,47.0,0.10782501846551895
cf,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,3540.0,CRIF,708,CIB,to_inst,67.76960784,south,direct,30.0,0.10782501846551895
cf,nopre,type3,p3,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,9900.0,EXP,569,CIB,to_inst,72.14566929,North,direct,33.0,0.06420404464006424
cf,nopre,type2,p4,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,3180.0,CRIF,576,CIB,to_inst,73.30508475,North,direct,44.0,0.19203747808933258
cf,nopre,type1,p3,l1,nopc,nob/c,696500,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,12300.0,CRIF,825,CIB,to_inst,69.78957916,south,direct,37.0,0.11089865863323212
cf,nopre,type2,p1,l1,nopc,b/c,256500,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2880.0,CRIF,614,CIB,not_inst,99.41860465,North,direct,40.0,0.1839258074760437
cf,nopre,type1,p4,l1,nopc,nob/c,786500,360.0,not_neg,not_int,not_lpsm,1458000.0,sb,pr,home,2U,16860.0,EXP,600,EXP,not_inst,53.94375857,North,direct,37.0,0.06420404464006424
cf,nopre,type1,p3,l1,nopc,nob/c,126500,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,ir,home,2U,720.0,EXP,621,CIB,to_inst,24.9015748,south,direct,31.0,0.6978417038917542
cf,pre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6240.0,CIB,711,CIB,not_inst,90.30373832,south,direct,40.0,0.04065827652812004
cf,pre,type2,p3,l1,nopc,b/c,96500,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4140.0,CRIF,551,CIB,to_inst,37.40310078,North,direct,57.0,0.4184100329875946
ncf,,type2,p3,l1,nopc,b/c,236500,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2640.0,EXP,564,CIB,to_inst,72.10365854,south,direct,40.0,0.4184100329875946
ncf,nopre,type1,p3,l1,nopc,nob/c,176500,168.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5760.0,CRIF,895,EXP,to_inst,53.81097561,North,direct,28.0,0.05779334530234337
cf,nopre,type1,p1,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,5100.0,CRIF,605,CIB,to_inst,65.625,south,direct,6.0,0.11276596039533615
cf,pre,type2,p1,l1,nopc,b/c,46500,360.0,not_neg,not_int,not_lpsm,48000.0,sb,pr,home,1U,1200.0,EXP,502,CIB,to_inst,96.875,North,direct,34.0,0.14369073510169983
cf,nopre,type2,p1,l1,nopc,b/c,246500,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3540.0,EXP,662,EXP,not_inst,99.39516129,central,direct,37.0,0.11089865863323212
cf,pre,type1,p4,l1,nopc,nob/c,216500,324.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3060.0,CRIF,826,CIB,to_inst,80.78358209,central,direct,38.0,0.11089865863323212
ncf,nopre,type3,p3,l1,nopc,nob/c,636500,360.0,not_neg,int_only,not_lpsm,1188000.0,sb,pr,home,1U,4500.0,CIB,859,EXP,not_inst,53.57744108,North,direct,38.0,0.4184100329875946
cf,nopre,type1,p4,l1,nopc,nob/c,496500,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,8460.0,CIB,667,CIB,not_inst,90.60218978,south,direct,43.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,486500,240.0,not_neg,not_int,lpsm,538000.0,sb,pr,home,1U,13680.0,CRIF,680,EXP,to_inst,90.42750929,North,direct,37.0,0.9869565367698669
cf,nopre,type1,p4,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,9720.0,CIB,601,CIB,not_inst,78.49544073,North,direct,44.0,0.03435804694890976
ncf,pre,type3,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4860.0,CIB,721,EXP,to_inst,102.2486772,south,direct,49.0,0.04065827652812004
cf,pre,type2,p1,l1,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3120.0,CRIF,569,CIB,to_inst,94.19191919,south,direct,57.0,0.11089865863323212
cf,nopre,type1,p2,l1,nopc,nob/c,76500,360.0,neg_amm,not_int,not_lpsm,138000.0,sb,sr,home,1U,4080.0,EXP,529,CIB,to_inst,55.43478261,North,direct,43.0,0.4184100329875946
cf,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,9780.0,CRIF,773,CIB,to_inst,63.29787234,south,direct,31.0,0.059588298201560974
cf,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,12720.0,CIB,680,EXP,to_inst,80.02183406,south,direct,44.0,0.0861159935593605
cf,nopre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,6120.0,CIB,514,CIB,to_inst,62.36631016,North,direct,47.0,0.10782501846551895
cf,nopre,type1,p4,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4320.0,CIB,823,EXP,to_inst,86.76470588,North,direct,60.0,0.7596899271011353
cf,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,int_only,not_lpsm,448000.0,sb,pr,home,1U,4860.0,CRIF,564,EXP,not_inst,77.34375,south,direct,36.0,0.06420404464006424
cf,pre,type1,p4,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,6000.0,CIB,775,CIB,to_inst,82.56302521,central,direct,28.0,0.14369073510169983
cf,nopre,type1,p3,l2,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5100.0,EXP,816,CIB,to_inst,69.13265306,south,direct,36.0,0.04065827652812004
cf,nopre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,1308000.0,sb,pr,home,1U,7740.0,CRIF,824,CIB,to_inst,51.72018349,south,direct,46.0,0.11276596039533615
cf,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7260.0,CIB,555,EXP,to_inst,75.65502183,south,direct,43.0,0.06766917556524277
cf,pre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,1028000.0,sb,pr,home,1U,4740.0,EXP,900,CIB,to_inst,33.70622568,North,direct,30.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,56500,180.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,1140.0,CRIF,874,CIB,to_inst,64.20454545,south,direct,39.0,0.3415384590625763
cf,nopre,type1,p4,l1,nopc,nob/c,316500,240.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,9600.0,CIB,585,EXP,to_inst,52.05592105,North,direct,37.0,0.0363101065158844
cf,nopre,type1,p3,l1,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2040.0,EXP,658,CIB,to_inst,33.52713178,North,direct,37.0,0.10782501846551895
cf,nopre,type1,p4,l1,nopc,nob/c,316500,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,9360.0,EXP,672,EXP,to_inst,62.30314961,south,direct,29.0,0.03455149382352829
cf,nopre,type1,p1,l1,nopc,nob/c,146500,360.0,not_neg,not_int,lpsm,178000.0,sb,pr,home,1U,2460.0,CIB,654,CIB,to_inst,82.30337079,south,direct,36.0,0.6978417038917542
cf,nopre,type1,p4,l1,nopc,nob/c,376500,360.0,not_neg,int_only,not_lpsm,388000.0,sb,pr,home,1U,7080.0,CIB,625,CIB,to_inst,97.03608247,central,direct,28.0,0.6186440587043762
cf,nopre,type2,p3,l1,nopc,b/c,126500,180.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,4980.0,CRIF,769,CIB,to_inst,85.47297297,central,direct,43.0,0.1839258074760437
cf,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,6540.0,CIB,710,CIB,not_inst,78.60915493,North,direct,38.0,0.03435804694890976
cf,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,2U,5160.0,CIB,705,CIB,not_inst,56.06796117,North,direct,31.0,0.06766917556524277
cf,nopre,type2,p4,l1,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2100.0,EXP,527,CIB,to_inst,99.20212766,south,direct,48.0,0.6666666865348816
cf,pre,type1,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,7740.0,CIB,809,EXP,not_inst,59.01253918,North,direct,31.0,0.02139037474989891
cf,nopre,type1,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5640.0,EXP,663,EXP,to_inst,41.00378788,North,direct,26.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,696500,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,9480.0,EXP,515,CIB,not_inst,69.09722222,North,direct,40.0,0.03455149382352829
cf,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,3960.0,CIB,567,CIB,to_inst,59.94809689,North,direct,41.0,0.0861159935593605
cf,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4680.0,EXP,786,EXP,not_inst,79.27509294,North,direct,44.0,0.0363101065158844
ncf,pre,type1,p4,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,6960.0,CRIF,857,CIB,to_inst,79.12979351,North,direct,39.0,0.24460431933403015
cf,nopre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,1478000.0,sb,pr,home,1U,13920.0,EXP,857,CIB,not_inst,45.77131258,south,direct,38.0,0.03455149382352829
cf,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3480.0,CRIF,648,CIB,to_inst,76.78571429,south,direct,36.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4740.0,CRIF,694,EXP,to_inst,74.28057554,south,direct,31.0,0.059588298201560974
,nopre,type1,p1,l1,nopc,nob/c,76500,360.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,7980.0,EXP,651,CIB,not_inst,86.93181818,North,direct,18.0,0.10144927352666855
cf,pre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,1560.0,CRIF,862,CIB,to_inst,40.80882353,south,direct,48.0,0.3415384590625763
cf,nopre,type1,p3,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,5580.0,EXP,520,CIB,to_inst,57.9845815,North,direct,47.0,0.11276596039533615
cf,nopre,type1,p3,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,7920.0,CIB,854,CIB,not_inst,64.11290323,North,direct,38.0,0.03455149382352829
cf,nopre,type1,p4,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7560.0,EXP,564,EXP,to_inst,92.64018692,central,direct,28.0,0.19203747808933258
cf,nopre,type1,p3,l1,nopc,nob/c,246500,180.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6420.0,EXP,789,CIB,to_inst,51.56903766,south,direct,23.0,0.06420404464006424
cf,nopre,type1,p3,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,4440.0,CIB,784,EXP,to_inst,76.67364017,south,direct,43.0,0.10782501846551895
cf,nopre,type1,p3,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4920.0,EXP,803,EXP,to_inst,58.36614173,south,direct,31.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,8400.0,CIB,868,EXP,not_inst,79.45402299,North-East,direct,37.0,0.04065827652812004
cf,nopre,type1,p4,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4140.0,CIB,674,CIB,to_inst,83.24468085,North,direct,49.0,0.19203747808933258
cf,nopre,type1,p1,l1,nopc,nob/c,706500,240.0,not_neg,not_int,not_lpsm,1788000.0,sb,pr,home,1U,10380.0,CRIF,676,CIB,not_inst,39.51342282,south,direct,40.0,0.03435804694890976
cf,nopre,type1,p4,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,13320.0,CRIF,537,EXP,to_inst,64.59251101,south,direct,41.0,0.06420404464006424
cf,nopre,type2,p3,l1,nopc,b/c,666500,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,13560.0,EXP,851,EXP,not_inst,82.48762376,North,direct,40.0,0.0861159935593605
cf,nopre,type3,p3,l1,nopc,nob/c,196500,360.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,3420.0,EXP,873,EXP,to_inst,61.79245283,North,direct,27.0,0.1839258074760437
cf,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,15000.0,CRIF,670,CIB,to_inst,56.46551724,North,direct,31.0,0.0363101065158844
cf,nopre,type1,p3,l1,nopc,nob/c,96500,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,5040.0,CRIF,818,CIB,to_inst,65.2027027,south,direct,37.0,0.06420404464006424
cf,nopre,type1,p1,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2520.0,CRIF,656,EXP,not_inst,78.20121951,south,direct,47.0,0.11089865863323212
cf,nopre,type3,p3,l2,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4080.0,EXP,648,EXP,to_inst,87.20238095,south,direct,48.0,0.059588298201560974
,nopre,type1,p1,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,10200.0,EXP,796,CIB,not_inst,88.61464968,south,direct,40.0,0.0363101065158844
cf,nopre,type1,p4,l1,nopc,nob/c,116500,240.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,4500.0,EXP,666,EXP,to_inst,53.44036697,south,direct,24.0,0.059588298201560974
cf,pre,type1,p3,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,6360.0,CIB,822,CIB,to_inst,69.01294498,south,direct,42.0,0.0861159935593605
cf,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4740.0,CRIF,637,EXP,to_inst,73.4375,North,direct,49.0,0.10782501846551895
cf,nopre,type2,p3,l1,nopc,b/c,216500,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3480.0,CRIF,887,EXP,to_inst,83.91472868,North,direct,58.0,0.14369073510169983
cf,nopre,type1,p3,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,1428000.0,sb,pr,home,1U,10200.0,CIB,896,CIB,not_inst,50.87535014,south,direct,38.0,0.03455149382352829
cf,nopre,type1,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,318000.0,sb,sr,home,1U,8580.0,CRIF,532,EXP,to_inst,74.37106918,North,direct,41.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,7440.0,EXP,506,CIB,to_inst,79.65328467,south,direct,37.0,0.10782501846551895
cf,nopre,type1,p3,l1,nopc,nob/c,286500,240.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7800.0,EXP,594,EXP,to_inst,77.85326087,south,direct,42.0,0.06766917556524277
cf,nopre,type1,p4,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,1308000.0,sb,pr,home,1U,9000.0,CRIF,756,CIB,not_inst,55.54281346,south,direct,20.0,0.059588298201560974
cf,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,5520.0,CIB,763,EXP,not_inst,95.20089286,North,direct,43.0,0.0363101065158844
cf,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,5880.0,EXP,603,EXP,to_inst,96.7877095,North,direct,30.0,0.6666666865348816
ncf,pre,type3,p1,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,20460.0,CIB,579,CIB,to_inst,78.49544073,central,direct,14.0,0.10782501846551895
cf,pre,type3,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,9540.0,CIB,751,EXP,to_inst,97.24880383,south,direct,19.0,0.19203747808933258
cf,nopre,type1,p3,l2,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,5640.0,CIB,548,EXP,to_inst,53.92512077,North,direct,30.0,0.03455149382352829
cf,nopre,type1,p4,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,318000.0,sb,ir,home,2U,9900.0,EXP,857,EXP,not_inst,74.37106918,North,direct,43.0,0.06420404464006424
cf,nopre,type1,p4,l1,nopc,nob/c,216500,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,8640.0,CRIF,630,EXP,to_inst,80.78358209,North,direct,30.0,0.04065827652812004
cf,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6240.0,EXP,547,CIB,not_inst,88.12741313,North,direct,42.0,0.0363101065158844
cf,nopre,type3,p3,l1,nopc,nob/c,106500,240.0,not_neg,int_only,not_lpsm,138000.0,sb,pr,home,1U,3840.0,CIB,859,CIB,to_inst,77.17391304,North,direct,31.0,0.0861159935593605
cf,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,11520.0,EXP,844,EXP,not_inst,49.17400881,North,direct,48.0,0.04065827652812004
cf,nopre,type2,p3,l1,nopc,b/c,266500,360.0,not_neg,int_only,not_lpsm,318000.0,sb,pr,home,1U,6060.0,CIB,752,EXP,to_inst,83.80503145,south,direct,61.0,0.24460431933403015
ncf,pre,type1,p1,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2400.0,CRIF,711,CIB,to_inst,99.10714286,North,direct,39.0,0.11089865863323212
cf,nopre,type1,p4,l1,nopc,nob/c,256500,180.0,not_neg,int_only,not_lpsm,438000.0,sb,pr,home,1U,5400.0,CIB,550,CIB,not_inst,58.56164384,south,direct,30.0,0.059588298201560974
cf,nopre,type1,p1,l1,nopc,nob/c,386500,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,7860.0,CIB,702,CIB,to_inst,92.46411483,North,direct,41.0,0.24460431933403015
cf,nopre,type1,p4,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,4620.0,CRIF,650,EXP,not_inst,69.13265306,North,direct,45.0,0.0363101065158844
cf,pre,type1,p1,l1,nopc,nob/c,436500,360.0,neg_amm,not_int,not_lpsm,658000.0,sb,pr,home,1U,6960.0,CRIF,890,CIB,to_inst,66.33738602,south,direct,42.0,0.06420404464006424
cf,nopre,type2,p3,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,3000.0,CIB,759,CIB,to_inst,71.2628866,North,direct,49.0,0.24460431933403015
cf,nopre,type1,p4,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,4200.0,CRIF,562,CIB,not_inst,52.92056075,North,direct,28.0,0.059588298201560974
cf,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3480.0,CIB,558,CIB,to_inst,79.23387097,North,direct,42.0,0.0861159935593605
