ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
40732,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,5.5,1.3971,3650.0,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,4020.0,CIB,675,CIB,35-44,to_inst,63.88888889,south,direct,0,37.0
46179,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.25,0.4342,5134.75,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5340.0,EXP,514,EXP,65-74,to_inst,55.50314465,North,direct,0,11.0
57949,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.625,-0.173,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6300.0,CIB,675,EXP,25-34,not_inst,77.46815287,south,direct,0,40.0
74294,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,596500,3.75,0.1448,11350.0,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,15600.0,CIB,802,EXP,25-34,to_inst,79.7459893,south,direct,0,7.0
127135,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,196500,4.5,0.1351,2976.53,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7800.0,EXP,590,CIB,35-44,to_inst,61.79245283,North,direct,0,33.0
63779,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,4.25,0.3465,6789.03,360.0,not_neg,int_only,not_lpsm,358000.0,sb,pr,home,1U,2580.0,CIB,759,EXP,>74,to_inst,68.8547486,south,direct,0,42.0
64421,2019,ncf,Joint,pre,type1,p3,l1,nopc,nob/c,636500,4.625,0.637,7590.0,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,22140.0,CRIF,784,EXP,45-54,to_inst,76.87198068,North,direct,0,9.0
66726,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,3.99,0.9686,3734.75,240.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7800.0,EXP,643,CIB,55-64,to_inst,91.44021739,North,direct,0,23.0
122481,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,666500,3.625,0.0938,17912.5,360.0,not_neg,not_int,not_lpsm,1228000.0,sb,pr,home,1U,15060.0,EXP,575,EXP,45-54,to_inst,54.2752443,south,direct,0,21.0
145337,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,3.625,0.058,1050.0,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,9780.0,CIB,826,EXP,25-34,not_inst,72.79559118,south,direct,0,36.0
33126,2019,cf,Female,nopre,type3,p1,l1,nopc,nob/c,366500,4.125,0.298,1800.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,8640.0,CRIF,843,EXP,35-44,to_inst,102.3743017,North,direct,0,45.0
51737,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,2U,3300.0,CIB,534,CIB,25-34,to_inst,94.47115385,south,direct,1,47.0
115172,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,4.875,0.8268,0.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,sr,home,1U,4800.0,EXP,612,CIB,55-64,to_inst,54.62962963,North,direct,0,47.0
170453,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,306500,3.875,0.4295,8750.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,5160.0,EXP,534,EXP,45-54,to_inst,64.12133891,North,direct,0,39.0
103004,2019,cf,Female,nopre,type2,p1,l2,nopc,b/c,46500,,,,300.0,neg_amm,not_int,not_lpsm,48000.0,sb,pr,home,1U,2340.0,CIB,799,CIB,55-64,to_inst,96.875,North,direct,1,31.0
88511,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,286500,4.125,0.8908,5791.68,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5040.0,EXP,595,CIB,35-44,not_inst,96.1409396,North,direct,0,34.0
130153,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,256500,3.99,0.0811,929.96,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,7380.0,CRIF,882,CIB,45-54,not_inst,95.70895522,North,direct,0,26.0
81240,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,206500,4.49,0.5779,3213.9,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3660.0,EXP,702,CIB,25-34,to_inst,99.27884615,North,direct,0,49.0
138167,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,656500,3.375,-0.2582,4947.21,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,5400.0,CIB,844,EXP,65-74,not_inst,76.51515152,North,direct,0,46.0
34789,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,286500,3.875,0.3746,0.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,6120.0,CIB,566,CIB,55-64,not_inst,96.1409396,south,direct,0,38.0
62946,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,426500,3.25,-0.247,9517.5,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,10080.0,CIB,888,EXP,35-44,to_inst,89.22594142,south,direct,0,40.0
95014,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,3.5,-0.318,8426.09,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,6480.0,CRIF,848,EXP,25-34,not_inst,78.72168285,central,direct,0,49.0
129664,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,886500,4.5,0.2855,0.0,360.0,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,4U,12240.0,CRIF,757,CIB,35-44,not_inst,80.00902527,North,direct,0,36.0
104254,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.625,0.064,2150.0,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,14340.0,CRIF,776,EXP,35-44,not_inst,52.42456897,south,direct,0,21.0
41120,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,256500,,,,360.0,not_neg,not_int,lpsm,268000.0,sb,pr,home,1U,5040.0,CRIF,791,EXP,35-44,to_inst,95.70895522,North,direct,1,38.0
155289,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,96500,,,,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1560.0,CIB,749,CIB,65-74,to_inst,89.35185185,south,direct,1,39.0
27581,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,3.25,0.3872,9632.5,240.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5400.0,CIB,578,EXP,55-64,to_inst,62.80737705,south,direct,0,41.0
165961,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,126500,4.375,1.6878,1224.58,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,2100.0,CIB,553,CIB,25-34,to_inst,98.828125,North,direct,0,37.0
157028,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,146500,,,,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4020.0,CIB,839,EXP,65-74,to_inst,92.72151899,North,direct,1,45.0
92845,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,326500,3.99,0.1248,6181.36,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,10440.0,CIB,544,EXP,55-64,not_inst,93.82183908,North,direct,0,41.0
121580,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,286500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4620.0,CRIF,595,CIB,45-54,to_inst,96.1409396,North,direct,1,55.0
73513,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,456500,3.875,0.3176,8256.22,180.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9840.0,CRIF,744,EXP,55-64,to_inst,73.86731392,North,direct,0,39.0
116272,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,196500,4.99,0.7838,4537.5,360.0,not_neg,not_int,not_lpsm,388000.0,sb,ir,home,1U,8460.0,CIB,757,EXP,55-64,to_inst,50.6443299,North,direct,0,46.0
148181,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,4.375,0.3589,1009.8,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7620.0,CRIF,646,CIB,25-34,not_inst,80.02183406,south,direct,0,47.0
93350,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,386500,3.875,0.4526,7952.5,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,5160.0,CRIF,506,CIB,55-64,to_inst,47.83415842,North,direct,0,37.0
93232,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,646500,4.18,-0.241,1737.74,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,9060.0,EXP,817,CIB,35-44,not_inst,69.66594828,south,direct,0,39.0
148100,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,5.125,0.7631,2632.5,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,2880.0,EXP,536,CIB,>74,to_inst,60.95360825,central,direct,0,47.0
38341,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,3.75,0.8363,5256.56,216.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3360.0,CRIF,602,EXP,55-64,to_inst,71.70138889,south,direct,0,40.0
94046,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,126500,4.25,0.6208,1472.5,180.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2700.0,CRIF,624,CIB,>74,to_inst,75.29761905,south,direct,0,44.0
42830,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,366500,3.625,0.2195,12315.65,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,11040.0,EXP,700,EXP,35-44,to_inst,56.55864198,North,direct,0,48.0
58079,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,396500,3.99,0.4354,5660.0,300.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,7320.0,CIB,652,CIB,45-54,to_inst,62.14733542,south,direct,0,23.0
53026,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,236500,4.625,0.3234,6160.84,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,6000.0,CIB,814,CIB,65-74,to_inst,99.3697479,south,direct,0,35.0
116475,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,4.375,0.1244,2030.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,sr,home,1U,10200.0,CIB,788,EXP,55-64,to_inst,74.28057554,North,direct,0,47.0
124357,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,546500,,,,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,1560.0,CIB,519,CIB,55-64,to_inst,91.38795987,south,direct,1,48.0
46694,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,306500,2.875,0.1946,10018.75,180.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5400.0,CIB,841,EXP,65-74,to_inst,75.12254902,North,direct,0,41.0
84942,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,186500,4.75,1.121,2656.72,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2880.0,CRIF,836,CIB,25-34,to_inst,94.19191919,North,direct,0,37.0
93459,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,486500,3.875,0.0548,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6000.0,CIB,894,EXP,25-34,not_inst,77.46815287,North,direct,0,36.0
52833,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,4.375,0.4072,3064.25,360.0,not_neg,not_int,not_lpsm,308000.0,sb,sr,home,1U,13860.0,EXP,875,CIB,35-44,to_inst,80.03246753,North,direct,0,39.0
47945,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,336500,3.5,0.1076,3307.37,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,4260.0,CIB,581,EXP,55-64,to_inst,96.6954023,North,direct,0,38.0
54554,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,3.99,0.6146,4068.82,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2880.0,CRIF,658,CIB,25-34,to_inst,75.29761905,south,direct,0,37.0
134043,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,4.125,0.1779,711.02,360.0,not_neg,not_int,not_lpsm,298000.0,sb,sr,home,1U,8040.0,CRIF,511,EXP,65-74,not_inst,89.4295302,North,direct,0,41.0
117980,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,356500,4.75,0.254,1395.0,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,ir,home,1U,18180.0,CIB,731,EXP,55-64,not_inst,74.58158996,south,direct,0,40.0
26456,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,126500,4.5,1.266,2071.91,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2040.0,EXP,515,CIB,35-44,to_inst,85.47297297,North,direct,0,51.0
43388,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,246500,4.125,0.0868,3759.6,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7200.0,CRIF,709,EXP,45-54,not_inst,77.51572327,North,direct,0,48.0
115588,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,-0.0058,0.0,360.0,not_neg,int_only,not_lpsm,788000.0,sb,pr,home,1U,6360.0,CIB,859,CIB,45-54,not_inst,46.51015228,central,direct,0,32.0
50937,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,126500,3.99,1.4696,2359.93,180.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,1980.0,CRIF,500,CIB,25-34,to_inst,91.66666667,North,direct,0,51.0
61036,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,146500,3.25,0.5423,3923.28,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,1560.0,CIB,842,EXP,35-44,not_inst,98.98648649,North-East,direct,0,57.0
110260,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,116500,3.75,0.2878,3749.47,324.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,1260.0,CRIF,746,CIB,>74,to_inst,48.94957983,south,direct,0,48.0
28233,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,4.125,0.1872,4378.75,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,2760.0,CRIF,546,CIB,>74,to_inst,35.72423398,south,direct,0,44.0
109042,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,4.625,1.0507,8643.75,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,7860.0,CIB,729,CIB,45-54,to_inst,65.40114613,North,direct,0,37.0
107669,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,4.125,1.4059,3627.08,180.0,not_neg,not_int,not_lpsm,258000.0,sb,ir,home,1U,4740.0,EXP,817,CIB,65-74,to_inst,60.65891473,North,direct,0,37.0
69544,2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,46500,,,,180.0,not_neg,not_int,not_lpsm,58000.0,sb,pr,home,1U,2820.0,CIB,775,CIB,65-74,to_inst,80.17241379,south,direct,1,47.0
36433,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,3.5,0.2954,659.59,240.0,not_neg,not_int,not_lpsm,1258000.0,sb,pr,home,1U,14040.0,CIB,628,EXP,55-64,not_inst,47.41653418,North,direct,0,26.0
34810,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,296500,,,,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,2820.0,CRIF,820,CIB,65-74,to_inst,56.15530303,North,direct,1,58.0
143611,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.99,0.1371,0.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6600.0,CRIF,799,CIB,55-64,not_inst,74.11417323,North,direct,0,31.0
81637,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,4.56,0.333,5166.93,360.0,neg_amm,not_int,not_lpsm,308000.0,sb,pr,home,1U,7740.0,EXP,657,CIB,25-34,to_inst,70.29220779,North,direct,0,29.0
157071,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,4.625,1.2446,7098.63,240.0,neg_amm,not_int,not_lpsm,298000.0,sb,pr,home,1U,7560.0,EXP,536,EXP,25-34,to_inst,72.65100671,south,direct,0,35.0
65575,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,176500,4.625,1.1599,62.89,360.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,2580.0,CIB,688,CIB,65-74,to_inst,49.30167598,North,direct,0,54.0
116211,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.75,0.3405,1505.3,240.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7560.0,EXP,839,EXP,45-54,to_inst,49.45414847,south,direct,0,28.0
71296,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,3.99,-0.0298,5650.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7260.0,EXP,821,CIB,65-74,to_inst,60.22427441,south,direct,0,36.0
38699,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,546500,3.625,0.1187,5460.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,6180.0,CIB,642,EXP,45-54,not_inst,67.63613861,North,direct,0,43.0
147233,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,4.875,0.5402,3124.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,9900.0,EXP,550,CIB,55-64,to_inst,78.64583333,south,direct,0,5.0
90144,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.625,0.2713,5924.12,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3960.0,EXP,667,CIB,25-34,to_inst,87.34756098,south,direct,0,31.0
166376,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.2706,5991.79,240.0,neg_amm,not_int,not_lpsm,598000.0,sb,pr,home,1U,6480.0,EXP,767,CIB,65-74,to_inst,59.61538462,North,direct,0,49.0
107480,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,366500,3.25,-0.2139,12353.84,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,4740.0,CRIF,888,CIB,55-64,not_inst,73.59437751,North,direct,0,32.0
54276,2019,ncf,Male,pre,type1,p1,l1,nopc,nob/c,136500,3.99,0.2748,3573.51,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2520.0,CRIF,897,CIB,35-44,to_inst,92.22972973,North,direct,0,36.0
134562,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,3.375,0.3544,2833.93,180.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,9360.0,EXP,665,EXP,55-64,to_inst,81.47482014,North,direct,0,24.0
57670,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,3.25,0.2956,3700.0,180.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,9600.0,EXP,698,CIB,45-54,to_inst,75.15243902,North,direct,0,17.0
56056,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,76500,4.99,1.2621,1703.9,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,3240.0,CRIF,876,EXP,45-54,to_inst,59.765625,south,direct,0,30.0
81256,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,566500,4.25,0.6393,50.28,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,11280.0,CIB,713,CIB,45-54,not_inst,78.89972145,south,direct,0,26.0
135539,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,346500,4.75,0.5086,7950.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,5040.0,CRIF,686,EXP,45-54,to_inst,77.34375,North,direct,0,42.0
98142,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,146500,5.125,1.241,1722.98,360.0,neg_amm,not_int,not_lpsm,158000.0,sb,pr,home,1U,3960.0,CRIF,872,CIB,<25,not_inst,92.72151899,south,direct,0,28.0
71596,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.0195,5463.33,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3180.0,CRIF,890,CIB,>74,to_inst,68.54066986,south,direct,0,47.0
48100,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,526500,3.5,-0.5071,0.0,360.0,not_neg,int_only,not_lpsm,588000.0,sb,pr,home,1U,4740.0,CIB,703,EXP,35-44,not_inst,89.54081633,North,direct,0,55.0
25057,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,636500,4.125,0.048,3520.2,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,19620.0,CIB,737,CIB,45-54,not_inst,79.76190476,North,direct,0,10.0
35304,2019,ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,716500,4.625,0.5081,10566.19,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,10080.0,CRIF,521,EXP,45-54,to_inst,88.67574257,south,direct,0,38.0
161764,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,486500,3.625,0.9176,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,5520.0,EXP,618,EXP,45-54,not_inst,97.69076305,North,direct,0,55.0
118788,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,3.99,0.4727,10850.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,5940.0,CRIF,746,CIB,35-44,not_inst,72.56446991,central,direct,0,41.0
51044,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,356500,4.25,0.4062,440.91,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6060.0,CIB,858,CIB,45-54,not_inst,89.57286432,North,direct,0,48.0
38764,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.125,0.6627,6750.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4020.0,CRIF,767,CIB,55-64,to_inst,73.14814815,south,direct,0,44.0
38617,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,3.0,-0.193,1147.0,180.0,not_neg,not_int,not_lpsm,948000.0,sb,pr,home,1U,15720.0,CIB,578,EXP,45-54,not_inst,58.70253165,south,direct,0,27.0
142246,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,3.75,-0.0469,5462.81,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,16080.0,CIB,658,CIB,35-44,to_inst,86.0738255,North,direct,0,6.0
71373,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,316500,,,,360.0,not_neg,not_int,lpsm,378000.0,sb,pr,home,1U,3120.0,CRIF,824,EXP,45-54,to_inst,83.73015873,North,direct,1,46.0
58950,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,456500,4.375,0.1145,8212.04,360.0,neg_amm,not_int,not_lpsm,548000.0,sb,pr,home,1U,12600.0,CRIF,539,EXP,45-54,to_inst,83.30291971,south,direct,0,47.0
110597,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.875,0.1199,0.0,360.0,not_neg,int_only,not_lpsm,458000.0,sb,pr,home,1U,5220.0,CIB,832,EXP,35-44,not_inst,77.83842795,North,direct,0,33.0
155615,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,276500,4.375,0.5837,1493.1,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3960.0,CRIF,554,CIB,25-34,not_inst,96.00694444,North,direct,0,43.0
25770,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,386500,3.375,-0.3455,141.7,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7740.0,CRIF,621,CIB,55-64,not_inst,65.73129252,south,direct,0,36.0
29230,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.875,0.546,9004.6,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,5040.0,CIB,755,CIB,35-44,to_inst,88.24200913,south,direct,0,47.0
160118,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,86500,,,,360.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,840.0,CRIF,765,CIB,35-44,to_inst,88.26530612,North,direct,1,48.0
29188,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,226500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,4860.0,CIB,531,EXP,35-44,to_inst,99.34210526,south,direct,1,41.0
66960,2019,ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,1056500,3.75,0.1199,10507.5,360.0,not_neg,not_int,not_lpsm,1458000.0,sb,pr,home,1U,22680.0,CRIF,752,EXP,35-44,to_inst,72.46227709,North,direct,0,28.0
74159,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,416500,3.625,0.5286,471.57,360.0,not_neg,int_only,not_lpsm,488000.0,sb,pr,home,1U,11520.0,CIB,881,CIB,35-44,to_inst,85.34836066,south,direct,0,33.0
83694,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,156500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2040.0,CRIF,752,CIB,65-74,to_inst,68.64035088,North,direct,1,36.0
80077,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.99,0.811,3972.5,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,5340.0,EXP,883,CIB,55-64,to_inst,63.12785388,south,direct,0,43.0
108181,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,486500,4.0,0.2473,0.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,sr,home,1U,32340.0,CIB,824,EXP,45-54,not_inst,73.93617021,south,direct,0,19.0
120634,2019,cf,Joint,nopre,type3,p1,l2,nopc,nob/c,106500,4.25,0.1426,2205.8,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,4680.0,CRIF,513,EXP,25-34,to_inst,98.61111111,central,direct,0,30.0
143737,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,376500,3.25,0.1478,0.0,360.0,neg_amm,not_int,not_lpsm,468000.0,sb,pr,home,1U,10620.0,EXP,815,EXP,45-54,not_inst,80.44871795,central,direct,0,27.0
